codice_istat,Comune,Codice_Regione,Codice_Provincia,Nuclei_familiari_percettori_RDC_luglio_2020,Nuclei_familiari_percettori_PDC_luglio_2020,Individui_coinvolti_luglio_2020,Numero_componenti_per_famiglia,Numero_donne_per_famiglia,Numero_minori_<_18_anni_per_famiglia,Numero_anziani_>_75_anni_per_famiglia,Importo_medio_mensile,Dev.standard_importo_mensile,Uomini_residenti_al_1-1-2020,Donne_residenti_al_1-1-2020,Popolazione_residente_al_1-1-2020,Takeup,Takeup_donne
c436,cellamare,16.0,72.0,121.0,10.0,350.0,2.672,1.458,0.641,0.038,500.381,287.003,2808.0,2914.0,5722.0,0.061,0.066
c437,cellara,18.0,78.0,31.0,0.0,58.0,1.871,0.968,0.323,0.0,482.528,190.595,238.0,245.0,483.0,0.12,0.122
c438,cellarengo,1.0,5.0,9.0,0.0,19.0,1.9,0.8,0.5,0.0,523.426,249.102,357.0,349.0,706.0,0.027,0.023
c439,cellatica,3.0,17.0,25.0,5.0,58.0,1.933,1.0,0.533,0.033,444.48,267.162,2356.0,2495.0,4851.0,0.012,0.012
c440,celleenomondo,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,241.0,470.0,0.0,0.0
c441,celledimacra,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.73,241.463,51.0,36.0,87.0,0.0,0.0
c442,celledisanvito,16.0,71.0,10.0,0.0,18.0,1.8,1.1,0.1,0.0,570.094,218.767,84.0,79.0,163.0,0.11,0.139
c443,celleligure,7.0,9.0,22.0,5.0,44.0,1.63,0.926,0.222,0.111,488.702,287.66,2429.0,2646.0,5075.0,0.009,0.009
c444,celledibulgheria,15.0,65.0,52.0,0.0,120.0,2.264,1.208,0.509,0.0,534.702,241.453,868.0,930.0,1798.0,0.067,0.069
c446,celleno,12.0,56.0,22.0,7.0,56.0,1.931,0.931,0.31,0.034,480.087,293.579,633.0,660.0,1293.0,0.043,0.041
c447,cellere,12.0,56.0,10.0,0.0,20.0,1.818,0.727,0.273,0.0,476.143,169.686,554.0,540.0,1094.0,0.018,0.015
c448,cellinosanmarco,16.0,74.0,205.0,6.0,488.0,2.313,1.218,0.555,0.019,532.684,236.589,3012.0,3321.0,6333.0,0.077,0.077
c449,cellinoattanasio,13.0,67.0,14.0,0.0,30.0,1.765,0.765,0.353,0.176,397.244,271.104,1203.0,1171.0,2374.0,0.013,0.011
c453,cenadi,18.0,79.0,23.0,0.0,53.0,2.208,1.0,0.417,0.042,459.195,233.71,254.0,260.0,514.0,0.103,0.092
c456,cenatesopra,3.0,16.0,10.0,0.0,30.0,3.0,1.6,0.6,0.0,682.171,299.473,1282.0,1268.0,2550.0,0.012,0.013
c457,cenatesotto,3.0,16.0,8.0,0.0,14.0,1.556,0.667,0.222,0.0,558.759,191.472,1940.0,1929.0,3869.0,0.004,0.003
c458,cencenigheagordino,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.383,263.388,603.0,636.0,1239.0,0.0,0.0
c459,cene,3.0,16.0,24.0,9.0,69.0,2.091,1.091,0.424,0.061,399.575,291.32,2083.0,2096.0,4179.0,0.017,0.017
c461,ceneselli,5.0,29.0,18.0,0.0,73.0,3.476,1.571,1.238,0.095,518.752,308.993,774.0,821.0,1595.0,0.046,0.04
c463,cengio,7.0,9.0,49.0,6.0,109.0,1.982,0.964,0.382,0.036,499.584,267.267,1658.0,1718.0,3376.0,0.032,0.031
c466,centallo,1.0,4.0,33.0,0.0,75.0,2.206,1.118,0.588,0.059,454.106,243.661,3598.0,3349.0,6947.0,0.011,0.011
c469,cento,8.0,38.0,252.0,28.0,688.0,2.457,1.268,0.721,0.071,438.52,267.483,17476.0,18064.0,35540.0,0.019,0.02
c470,centola,15.0,65.0,106.0,17.0,273.0,2.22,0.992,0.528,0.098,487.501,259.074,2583.0,2461.0,5044.0,0.054,0.05
c471,centuripe,19.0,86.0,190.0,27.0,415.0,1.912,0.982,0.382,0.12,464.285,242.533,2575.0,2647.0,5222.0,0.079,0.08
c472,centrache,18.0,79.0,27.0,6.0,63.0,1.909,0.939,0.455,0.121,458.223,255.501,176.0,193.0,369.0,0.171,0.161
c474,cepagatti,13.0,68.0,148.0,14.0,347.0,2.142,1.111,0.481,0.068,528.366,245.684,5296.0,5490.0,10786.0,0.032,0.033
c476,ceppaloni,15.0,62.0,127.0,10.0,316.0,2.307,1.08,0.46,0.044,564.517,263.591,1617.0,1635.0,3252.0,0.097,0.091
c478,ceppomorelli,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,142.0,296.0,0.0,0.0
c479,ceprano,12.0,60.0,204.0,19.0,489.0,2.193,1.17,0.439,0.058,525.392,250.415,4169.0,4284.0,8453.0,0.058,0.061
c480,cerami,19.0,86.0,38.0,0.0,79.0,1.927,1.098,0.366,0.0,537.445,212.913,931.0,972.0,1903.0,0.042,0.046
c481,ceranesi,7.0,10.0,30.0,4.0,70.0,2.059,1.118,0.5,0.088,457.864,255.744,1880.0,1861.0,3741.0,0.019,0.02
c482,ceranod'intelvi,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,280.0,539.0,0.0,0.0
c483,cerano,1.0,3.0,82.0,11.0,225.0,2.419,1.237,0.763,0.043,542.27,284.654,3264.0,3429.0,6693.0,0.034,0.034
c484,ceranova,3.0,18.0,21.0,5.0,58.0,2.231,1.192,0.577,0.192,445.915,246.746,1130.0,1103.0,2233.0,0.026,0.028
c485,ceraso,15.0,65.0,62.0,5.0,151.0,2.254,1.149,0.627,0.045,493.67,239.574,1134.0,1153.0,2287.0,0.066,0.067
c486,cercemaggiore,14.0,70.0,60.0,8.0,150.0,2.206,1.088,0.426,0.029,514.174,234.502,1859.0,1792.0,3651.0,0.041,0.041
c487,cercenasco,1.0,1.0,10.0,0.0,22.0,1.833,1.167,0.417,0.083,669.267,289.603,879.0,908.0,1787.0,0.012,0.015
c488,cercepiccola,14.0,70.0,14.0,0.0,30.0,1.765,0.882,0.176,0.059,480.798,216.007,287.0,337.0,624.0,0.048,0.045
c489,cerchiaradicalabria,18.0,78.0,91.0,4.0,198.0,2.084,0.937,0.474,0.032,477.672,227.666,1161.0,1164.0,2325.0,0.085,0.076
c492,cerchio,13.0,66.0,38.0,0.0,97.0,2.553,1.474,0.737,0.0,521.474,217.375,770.0,787.0,1557.0,0.062,0.071
c493,cercino,3.0,14.0,8.0,0.0,15.0,1.875,1.0,0.625,0.0,508.981,296.776,400.0,391.0,791.0,0.019,0.02
c494,cercivento,6.0,30.0,6.0,0.0,11.0,1.833,0.833,0.333,0.0,394.852,157.359,335.0,332.0,667.0,0.016,0.015
c495,cercola,15.0,63.0,702.0,49.0,2292.0,3.052,1.627,0.778,0.067,617.762,313.437,8278.0,8900.0,17178.0,0.133,0.137
c496,cerda,19.0,82.0,180.0,22.0,509.0,2.52,1.238,0.639,0.074,510.703,263.431,2459.0,2527.0,4986.0,0.102,0.099
c497,ceres,1.0,1.0,23.0,4.0,44.0,1.63,0.815,0.259,0.148,471.003,250.01,537.0,499.0,1036.0,0.042,0.044
c498,cerea,5.0,23.0,123.0,22.0,308.0,2.124,1.11,0.524,0.124,466.958,238.358,8241.0,8438.0,16679.0,0.018,0.019
c500,ceregnano,5.0,29.0,17.0,0.0,35.0,1.944,0.889,0.333,0.056,510.955,203.977,1708.0,1792.0,3500.0,0.01,0.009
c501,cerenzia,18.0,101.0,50.0,0.0,112.0,2.196,1.118,0.588,0.0,516.474,184.507,523.0,537.0,1060.0,0.106,0.106
c502,ceresara,3.0,20.0,15.0,0.0,38.0,2.235,1.235,0.765,0.118,386.372,235.339,1289.0,1267.0,2556.0,0.015,0.017
c503,cereseto,1.0,6.0,7.0,0.0,17.0,2.125,1.125,0.625,0.125,566.455,214.62,204.0,200.0,404.0,0.042,0.045
c504,ceresolealba,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.552,243.862,1032.0,999.0,2031.0,0.0,0.0
c505,ceresolereale,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,76.0,161.0,0.0,0.0
c506,cerete,3.0,16.0,10.0,4.0,24.0,1.714,0.929,0.286,0.0,450.335,299.338,779.0,807.0,1586.0,0.015,0.016
c507,cerretogrue,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,300.0,0.0,0.0
c508,cerettolomellina,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.773,183.661,81.0,98.0,179.0,0.0,0.0
c509,cergnago,3.0,18.0,6.0,0.0,16.0,1.778,1.111,0.333,0.0,439.349,125.289,341.0,363.0,704.0,0.023,0.028
c510,ceriale,7.0,9.0,115.0,16.0,315.0,2.405,1.29,0.679,0.107,461.293,272.995,2653.0,2778.0,5431.0,0.058,0.061
c511,ceriana,7.0,8.0,27.0,4.0,57.0,1.839,0.903,0.323,0.097,527.671,225.22,571.0,557.0,1128.0,0.051,0.05
c512,cerianolaghetto,3.0,108.0,28.0,7.0,70.0,2.0,0.857,0.571,0.057,469.096,263.817,3252.0,3319.0,6571.0,0.011,0.009
c513,cerignale,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.085,73.419,71.0,49.0,120.0,0.0,0.0
c514,cerignola,16.0,71.0,1668.0,152.0,4789.0,2.631,1.357,0.633,0.048,533.326,268.629,27399.0,27925.0,55324.0,0.087,0.088
c515,cerisano,18.0,78.0,130.0,18.0,335.0,2.264,1.108,0.412,0.095,508.59,255.228,1478.0,1506.0,2984.0,0.112,0.109
c516,cermenate,3.0,13.0,41.0,7.0,125.0,2.604,1.375,0.812,0.021,466.703,299.913,4526.0,4658.0,9184.0,0.014,0.014
c517,cermignano,13.0,67.0,23.0,0.0,57.0,2.375,1.125,0.667,0.0,537.606,195.588,782.0,785.0,1567.0,0.036,0.034
c518,cerretolaziale,12.0,58.0,9.0,0.0,24.0,2.182,1.091,0.455,0.0,664.066,226.908,528.0,547.0,1075.0,0.022,0.022
c520,cernobbio,3.0,13.0,19.0,0.0,30.0,1.5,0.8,0.1,0.05,437.245,245.935,3148.0,3440.0,6588.0,0.005,0.005
c521,cernuscolombardone,3.0,97.0,17.0,0.0,50.0,2.5,1.35,0.65,0.1,385.056,269.582,1873.0,1951.0,3824.0,0.013,0.014
c523,cernuscosulnaviglio,3.0,15.0,158.0,28.0,378.0,2.032,1.161,0.5,0.086,431.283,267.792,16721.0,18107.0,34828.0,0.011,0.012
c524,cerretod'esi,11.0,42.0,40.0,0.0,99.0,2.475,1.175,0.6,0.025,520.89,271.061,1754.0,1774.0,3528.0,0.028,0.026
c525,cerretosannita,15.0,62.0,76.0,5.0,185.0,2.284,1.259,0.481,0.062,521.342,269.421,1837.0,1904.0,3741.0,0.049,0.054
c527,cerretodispoleto,10.0,54.0,13.0,0.0,28.0,1.867,0.933,0.267,0.133,400.71,284.524,494.0,516.0,1010.0,0.028,0.027
c528,cerretod'asti,1.0,5.0,4.0,0.0,8.0,1.6,0.8,0.4,0.0,354.924,224.244,112.0,108.0,220.0,0.036,0.037
c529,cerretoguidi,9.0,48.0,56.0,10.0,157.0,2.379,1.379,0.636,0.152,510.124,281.909,5229.0,5554.0,10783.0,0.015,0.016
c530,cerrettolanghe,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.01,180.892,220.0,199.0,419.0,0.0,0.0
c531,cerrinamonferrato,1.0,6.0,20.0,0.0,39.0,1.857,0.81,0.333,0.0,382.972,228.469,653.0,690.0,1343.0,0.029,0.025
c532,cerrione,1.0,96.0,21.0,5.0,40.0,1.538,0.692,0.154,0.038,457.341,220.695,1382.0,1465.0,2847.0,0.014,0.012
c533,cerrotanaro,1.0,5.0,8.0,0.0,16.0,1.455,0.545,0.182,0.091,403.191,184.941,296.0,296.0,592.0,0.027,0.02
c534,cerroalvolturno,14.0,94.0,26.0,0.0,68.0,2.519,1.222,0.667,0.0,503.325,247.845,608.0,589.0,1197.0,0.057,0.056
c536,cerroallambro,3.0,15.0,16.0,0.0,57.0,3.0,1.579,0.842,0.211,588.013,293.452,2515.0,2563.0,5078.0,0.011,0.012
c537,cerromaggiore,3.0,15.0,113.0,10.0,313.0,2.545,1.236,0.618,0.073,511.13,291.303,7405.0,7787.0,15192.0,0.021,0.02
c538,cerroveronese,5.0,23.0,11.0,5.0,35.0,2.188,1.188,0.625,0.125,478.2,331.774,1257.0,1225.0,2482.0,0.014,0.016
c539,cersosimo,17.0,76.0,21.0,0.0,42.0,1.909,0.864,0.409,0.0,434.062,203.202,290.0,298.0,588.0,0.071,0.064
c540,certaldo,9.0,48.0,103.0,19.0,248.0,2.033,1.074,0.484,0.09,437.612,273.336,7760.0,8018.0,15778.0,0.016,0.016
c541,certosadipavia,3.0,18.0,31.0,9.0,76.0,1.9,0.975,0.375,0.125,540.189,284.57,2734.0,2700.0,5434.0,0.014,0.014
c542,cerva,18.0,79.0,16.0,6.0,51.0,2.318,1.182,0.636,0.227,435.94,280.642,531.0,576.0,1107.0,0.046,0.045
c543,cervaradiroma,12.0,58.0,9.0,0.0,26.0,2.889,1.556,1.333,0.0,723.507,270.086,242.0,198.0,440.0,0.059,0.071
c544,cervaresesantacroce,5.0,28.0,11.0,0.0,24.0,1.846,1.0,0.538,0.077,470.228,291.755,2837.0,2874.0,5711.0,0.004,0.005
c545,cervaro,12.0,60.0,204.0,19.0,493.0,2.211,1.099,0.516,0.031,556.219,248.025,3880.0,4017.0,7897.0,0.062,0.061
c547,cervasca,1.0,4.0,11.0,0.0,24.0,1.846,0.846,0.154,0.077,530.764,290.5,2593.0,2568.0,5161.0,0.005,0.004
c548,cervatto,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,325.269,37.0,21.0,58.0,0.0,0.0
c549,cerveno,3.0,17.0,4.0,0.0,14.0,3.5,2.0,1.75,0.0,645.847,291.821,349.0,308.0,657.0,0.021,0.026
c550,cervere,1.0,4.0,12.0,0.0,23.0,1.917,0.833,0.333,0.0,425.593,185.003,1118.0,1120.0,2238.0,0.01,0.009
c551,cervesina,3.0,18.0,13.0,0.0,31.0,2.385,1.462,0.615,0.0,498.58,229.233,549.0,629.0,1178.0,0.026,0.03
c552,cerveteri,12.0,58.0,849.0,85.0,2059.0,2.204,1.158,0.565,0.061,557.996,281.325,18340.0,18904.0,37244.0,0.055,0.057
c553,cervia,8.0,39.0,138.0,30.0,289.0,1.72,0.923,0.357,0.119,409.369,252.215,13695.0,14860.0,28555.0,0.01,0.01
c554,cervicati,18.0,78.0,23.0,0.0,54.0,2.348,1.043,0.609,0.0,562.335,141.471,399.0,406.0,805.0,0.067,0.059
c555,cervignanod'adda,3.0,98.0,24.0,0.0,76.0,2.923,1.192,1.0,0.077,542.127,313.008,1088.0,1109.0,2197.0,0.035,0.028
c556,cervignanodelfriuli,6.0,30.0,159.0,37.0,402.0,2.051,1.097,0.444,0.133,400.832,261.653,6684.0,6879.0,13563.0,0.03,0.031
c557,cervinara,15.0,64.0,313.0,23.0,900.0,2.679,1.375,0.616,0.042,521.017,274.684,4500.0,4689.0,9189.0,0.098,0.099
c558,cervino,15.0,61.0,168.0,6.0,491.0,2.822,1.483,0.799,0.017,573.805,289.709,2408.0,2518.0,4926.0,0.1,0.102
c559,cervo,7.0,8.0,11.0,5.0,35.0,2.188,0.938,0.562,0.188,436.193,254.394,544.0,598.0,1142.0,0.031,0.025
c560,cerzeto,18.0,78.0,53.0,7.0,117.0,1.95,0.983,0.35,0.083,475.441,209.316,660.0,635.0,1295.0,0.09,0.093
c561,cesa,15.0,61.0,433.0,23.0,1336.0,2.93,1.539,0.809,0.031,616.835,299.624,4636.0,4627.0,9263.0,0.144,0.152
c562,lentiai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.503,163.45,0.0,0.0,0.0,0.0,0.0
c563,cesanabrianza,3.0,97.0,6.0,0.0,10.0,1.667,0.833,0.167,0.0,420.803,214.643,1188.0,1192.0,2380.0,0.004,0.004
c564,cesanatorinese,1.0,1.0,6.0,0.0,8.0,1.333,0.5,0.0,0.0,469.917,103.032,519.0,432.0,951.0,0.008,0.007
c565,cesanoboscone,3.0,15.0,237.0,44.0,636.0,2.263,1.242,0.616,0.107,416.693,276.14,11434.0,12025.0,23459.0,0.027,0.029
c566,cesanomaderno,3.0,108.0,261.0,28.0,630.0,2.18,1.08,0.585,0.08,498.482,260.944,18966.0,19094.0,38060.0,0.017,0.016
c567,cesara,1.0,103.0,4.0,0.0,8.0,2.0,1.25,0.25,0.0,323.775,219.126,294.0,296.0,590.0,0.014,0.017
c568,cesarò,19.0,83.0,32.0,4.0,69.0,1.917,0.917,0.444,0.056,504.146,213.125,1076.0,1115.0,2191.0,0.031,0.03
c569,cesate,3.0,15.0,86.0,14.0,239.0,2.39,1.36,0.64,0.07,474.701,276.685,7046.0,7315.0,14361.0,0.017,0.019
c573,cesena,8.0,40.0,509.0,90.0,1128.0,1.883,0.993,0.417,0.095,394.882,241.099,47163.0,50302.0,97465.0,0.012,0.012
c574,cesenatico,8.0,40.0,133.0,30.0,290.0,1.779,0.926,0.35,0.129,389.346,227.483,12646.0,13432.0,26078.0,0.011,0.011
c576,cesinali,15.0,64.0,53.0,0.0,128.0,2.415,1.264,0.66,0.038,544.532,268.97,1308.0,1314.0,2622.0,0.049,0.051
c577,cesiomaggiore,5.0,25.0,12.0,4.0,22.0,1.375,0.625,0.188,0.125,336.716,181.21,1962.0,1956.0,3918.0,0.006,0.005
c578,cesio,7.0,8.0,5.0,0.0,11.0,1.571,0.571,0.286,0.0,552.149,134.904,139.0,128.0,267.0,0.041,0.031
c580,cessalto,5.0,26.0,16.0,10.0,56.0,2.154,1.115,0.5,0.385,431.674,291.477,1901.0,1964.0,3865.0,0.014,0.015
c581,cessaniti,18.0,102.0,126.0,12.0,305.0,2.21,0.993,0.464,0.014,518.062,214.787,1594.0,1543.0,3137.0,0.097,0.089
c582,cessapalombo,11.0,43.0,8.0,0.0,20.0,2.5,1.375,0.75,0.0,357.199,230.234,216.0,241.0,457.0,0.044,0.046
c583,cessole,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,184.0,365.0,0.0,0.0
c584,cetara,15.0,65.0,24.0,0.0,65.0,2.407,1.296,0.444,0.148,447.374,258.16,1015.0,1047.0,2062.0,0.032,0.033
c585,ceto,3.0,17.0,10.0,0.0,22.0,1.692,0.846,0.308,0.154,529.932,279.894,895.0,908.0,1803.0,0.012,0.012
c587,cetona,9.0,52.0,14.0,0.0,29.0,1.812,0.938,0.438,0.0,465.358,241.189,1235.0,1331.0,2566.0,0.011,0.011
c588,cetraro,18.0,78.0,442.0,33.0,1090.0,2.295,1.135,0.486,0.046,521.304,246.997,4843.0,4914.0,9757.0,0.112,0.11
c589,ceva,1.0,4.0,38.0,6.0,119.0,2.705,1.205,0.977,0.068,461.134,319.117,2775.0,2876.0,5651.0,0.021,0.018
c591,cevo,3.0,17.0,10.0,0.0,14.0,1.077,0.462,0.0,0.154,277.705,186.744,437.0,405.0,842.0,0.017,0.015
c593,challand-saint-anselme,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.983,315.927,379.0,379.0,758.0,0.0,0.0
c594,challand-saint-victor,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.54,9.136,267.0,281.0,548.0,0.0,0.0
c595,chambave,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.258,176.312,462.0,457.0,919.0,0.0,0.0
c596,champdepraz,2.0,7.0,4.0,0.0,8.0,1.6,1.4,0.6,0.2,284.514,207.756,343.0,371.0,714.0,0.011,0.019
c598,charvensod,2.0,7.0,10.0,0.0,30.0,2.727,1.455,1.0,0.0,570.094,277.372,1145.0,1193.0,2338.0,0.013,0.013
c599,cherasco,1.0,4.0,39.0,4.0,89.0,2.07,1.163,0.512,0.07,539.307,290.181,4600.0,4735.0,9335.0,0.01,0.011
c600,cheremule,20.0,90.0,9.0,0.0,18.0,1.8,0.6,0.1,0.0,526.105,183.305,204.0,213.0,417.0,0.043,0.028
c604,chialamberto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,173.205,173.0,183.0,356.0,0.0,0.0
c605,chiampo,5.0,24.0,21.0,9.0,59.0,1.967,1.0,0.433,0.133,353.75,221.802,6466.0,6163.0,12629.0,0.005,0.005
c606,chianche,15.0,64.0,9.0,0.0,17.0,1.889,0.667,0.111,0.0,544.197,208.972,244.0,217.0,461.0,0.037,0.028
c608,chiancianoterme,9.0,52.0,52.0,9.0,136.0,2.23,1.115,0.574,0.131,402.523,234.645,3269.0,3663.0,6932.0,0.02,0.019
c609,chianni,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.448,236.068,661.0,672.0,1333.0,0.0,0.0
c610,chianocco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.967,159.868,790.0,805.0,1595.0,0.0,0.0
c612,chiaramontegulfi,19.0,88.0,131.0,7.0,328.0,2.377,1.232,0.659,0.029,488.389,237.252,4043.0,3952.0,7995.0,0.041,0.043
c613,chiaramonti,20.0,90.0,45.0,4.0,98.0,2.0,0.959,0.388,0.082,504.799,201.407,784.0,795.0,1579.0,0.062,0.059
c614,chiarano,5.0,26.0,7.0,0.0,22.0,2.444,1.222,0.778,0.111,364.254,232.115,1879.0,1800.0,3679.0,0.006,0.006
c615,chiaravalle,11.0,42.0,168.0,16.0,434.0,2.359,1.321,0.522,0.065,483.985,299.039,6940.0,7795.0,14735.0,0.029,0.031
c616,chiaravallecentrale,18.0,79.0,168.0,15.0,445.0,2.432,1.317,0.645,0.055,512.927,255.675,2508.0,2776.0,5284.0,0.084,0.087
c618,chiari,3.0,17.0,120.0,35.0,312.0,2.013,1.123,0.4,0.2,447.344,279.724,9526.0,9709.0,19235.0,0.016,0.018
c619,chiaromonte,17.0,76.0,65.0,4.0,140.0,2.029,1.072,0.348,0.058,505.934,219.723,924.0,946.0,1870.0,0.075,0.078
c620,chiauci,14.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,94.0,204.0,0.0,0.0
c621,chiavari,7.0,10.0,253.0,79.0,579.0,1.744,0.976,0.292,0.166,456.264,274.181,12685.0,14780.0,27465.0,0.021,0.022
c623,chiavenna,3.0,14.0,36.0,9.0,73.0,1.622,0.933,0.311,0.089,401.051,264.23,3447.0,3846.0,7293.0,0.01,0.011
c624,chiaverano,1.0,1.0,14.0,0.0,19.0,1.357,0.571,0.214,0.0,548.425,133.927,990.0,1065.0,2055.0,0.009,0.008
c625,chienes/kiens,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,1426.0,2916.0,0.0,0.0
c627,chieri,1.0,1.0,425.0,63.0,979.0,2.006,1.031,0.482,0.098,465.751,266.955,17498.0,18915.0,36413.0,0.027,0.027
c628,chiesainvalmalenco,3.0,14.0,5.0,0.0,8.0,1.0,0.5,0.0,0.125,277.435,203.694,1200.0,1219.0,2419.0,0.003,0.003
c629,chiesanuova,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.193,310.194,115.0,102.0,217.0,0.0,0.0
c630,chiesd'alpago,5.0,25.0,5.0,0.0,7.0,1.0,0.286,0.0,0.143,340.187,193.134,646.0,656.0,1302.0,0.005,0.003
c631,chiesinauzzanese,9.0,47.0,43.0,4.0,93.0,1.979,0.979,0.298,0.064,529.315,291.225,2207.0,2281.0,4488.0,0.021,0.02
c632,chieti,13.0,69.0,995.0,92.0,2278.0,2.096,1.114,0.438,0.075,521.635,263.366,24007.0,26280.0,50287.0,0.045,0.046
c633,chieuti,16.0,71.0,38.0,5.0,77.0,1.791,0.907,0.442,0.047,427.971,194.548,795.0,806.0,1601.0,0.048,0.048
c634,chieve,3.0,19.0,9.0,0.0,21.0,2.1,1.0,0.5,0.0,774.295,248.883,1132.0,1139.0,2271.0,0.009,0.009
c635,chignolod'isola,3.0,16.0,22.0,4.0,65.0,2.5,1.231,0.808,0.192,534.987,325.486,1764.0,1656.0,3420.0,0.019,0.019
c637,chignolopo,3.0,18.0,38.0,0.0,95.0,2.375,1.275,0.675,0.075,509.149,267.698,1953.0,1962.0,3915.0,0.024,0.026
c638,chioggia,5.0,27.0,585.0,172.0,1428.0,1.886,1.007,0.322,0.173,432.845,260.862,24053.0,24382.0,48435.0,0.029,0.031
c639,chiomonte,1.0,1.0,12.0,0.0,20.0,1.429,0.571,0.143,0.143,511.614,179.086,434.0,451.0,885.0,0.023,0.018
c640,chions,6.0,93.0,27.0,0.0,82.0,2.929,1.536,0.893,0.0,506.707,260.916,2540.0,2612.0,5152.0,0.016,0.016
c641,chiopris-viscone,6.0,30.0,4.0,0.0,8.0,1.333,1.0,0.0,0.167,348.242,301.442,309.0,341.0,650.0,0.012,0.018
c648,chitignano,9.0,51.0,7.0,0.0,13.0,1.625,0.75,0.0,0.0,541.219,267.433,446.0,461.0,907.0,0.014,0.013
c649,chiuduno,3.0,16.0,15.0,4.0,50.0,2.632,1.316,0.895,0.211,443.043,310.769,3071.0,3011.0,6082.0,0.008,0.008
c650,chiuppano,5.0,24.0,4.0,0.0,11.0,2.2,1.4,0.0,0.0,523.78,478.453,1251.0,1245.0,2496.0,0.004,0.006
c651,chiuro,3.0,14.0,8.0,0.0,21.0,2.333,1.0,0.778,0.0,521.2,285.008,1196.0,1319.0,2515.0,0.008,0.007
c652,chiusa/klausen,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,2613.0,5210.0,0.0,0.0
c653,chiusadipesio,1.0,4.0,34.0,0.0,59.0,1.639,0.806,0.222,0.056,513.065,256.412,1812.0,1817.0,3629.0,0.016,0.016
c654,chiusasclafani,19.0,82.0,65.0,9.0,177.0,2.392,1.378,0.514,0.041,530.154,261.109,1257.0,1426.0,2683.0,0.066,0.072
c655,chiusadisanmichele,1.0,1.0,13.0,0.0,18.0,1.286,0.714,0.071,0.071,534.459,150.9,804.0,794.0,1598.0,0.011,0.013
c656,chiusaforte,6.0,30.0,7.0,0.0,14.0,1.556,0.667,0.111,0.0,517.127,110.733,330.0,288.0,618.0,0.023,0.021
c657,chiusanico,7.0,8.0,10.0,0.0,17.0,1.545,0.727,0.182,0.091,478.236,280.243,293.0,279.0,572.0,0.03,0.029
c658,chiusanod'asti,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,117.0,230.0,0.0,0.0
c659,chiusanodisandomenico,15.0,64.0,38.0,4.0,87.0,2.071,0.976,0.452,0.048,539.649,238.272,1065.0,1110.0,2175.0,0.04,0.037
c660,chiusavecchia,7.0,8.0,7.0,0.0,16.0,2.0,0.875,0.375,0.125,664.754,238.615,256.0,251.0,507.0,0.032,0.028
c661,chiusdino,9.0,52.0,14.0,0.0,34.0,2.429,1.214,0.786,0.0,530.039,200.197,899.0,912.0,1811.0,0.019,0.019
c662,chiusi,9.0,52.0,92.0,6.0,226.0,2.306,1.235,0.541,0.082,469.047,287.326,4038.0,4265.0,8303.0,0.027,0.028
c663,chiusidellaverna,9.0,51.0,18.0,0.0,36.0,1.8,1.05,0.35,0.05,407.382,220.218,967.0,969.0,1936.0,0.019,0.022
c665,chivasso,1.0,1.0,380.0,48.0,858.0,2.005,1.033,0.456,0.065,494.188,262.314,12880.0,13850.0,26730.0,0.032,0.032
c668,cianciana,19.0,84.0,123.0,5.0,287.0,2.242,1.18,0.539,0.0,568.681,211.733,1552.0,1729.0,3281.0,0.087,0.087
